user-input,desired output
"Find me a Processing Element for consume the final FFT/prepared data and save it, please.",PE_MATCH: seismic_preparation_workflow.StreamToFile
"I want a workflow that can ingest sensor readings, check abnormal temperatures, print alerts, and aggregate results.",WORKFLOW_MATCH: sensor_workflow
I am looking for a workflow to read RA/Dec and compute galaxy extinction values.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
"Find me a Processing Element for compute the extinction value after skewed VOTable retrieval, please.",PE_MATCH: internal_extinction_skew_workflow.InternalExtinction
Give me the PE for train word embeddings.,NO_MATCH_PE
I want a PE that can compare readings to the running mean and mark outliers.,PE_MATCH: sensor_workflow.AnomalyDetectionPE
"Find me a Processing Element for read seismic streams and serialise them to dictionaries, please.",PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Is there a Processing Element in the registry to pull COVID data from the web service?,PE_MATCH: covid_workflow.DataProducer
Give me a Processing Element for something that can separate odd or even numbers depending on the configured comparison.,PE_MATCH: even_odd_workflow.Divideby2
"Find me a Processing Element for correct waveform data using station inventory, please.",PE_MATCH: seismic_preparation_workflow.RemoveResponse
Which PE should I use to extract galaxy morphology and logr25 values from the VO table?,PE_MATCH: internal_extinction_workflow.FilterColumns
Is there a Processing Element in the registry to bandpass filter dictionary-serialised seismic data?,PE_MATCH: seismic_preparation_dict_workflow.Filter
Which PE should I use to produce random numbers?,MULTI_PE_MATCH: skew_workflow.NumberProducer | even_odd_workflow.NumberProducer
"Find me a workflow for run the internal-extinction workflow variant where the query PE has skewed delays, please.",WORKFLOW_MATCH: internal_extinction_skew_workflow
"Find me a Processing Element for query the Virtual Observatory for a VOTable, please.",MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
I want the PE that can output prime-number messages.,PE_MATCH: skew_workflow.PrintPrime
I need a Processing Element to fetch COVID-19 case records from the online API.,PE_MATCH: covid_workflow.DataProducer
Need a PE which can save prepared seismic data to files.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
Give me a Processing Element for something that can pull mtype and logr25 from the catalogue result.,PE_MATCH: internal_extinction_workflow.FilterColumns
"I would like the PE that convert to stream, remove response, and serialise again.",PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
"Can you find the workflow for the galaxy internal extinction calculation, not the COVID stuff.",MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
I want a PE that can extract galaxy morphology and logr25 values from the VO table.,PE_MATCH: internal_extinction_workflow.FilterColumns
Show me the workflow that read COVID data from the web and turn it into a daily case plot.,WORKFLOW_MATCH: covid_workflow
I want the wflow that can control a robot arm from sensor commands.,NO_MATCH_WORKFLOW
I want the wflow that can process temperature sensor readings from a JSON file and find anomalies.,WORKFLOW_MATCH: sensor_workflow
"Can you give me a workflow for take ObsPy stream data through decimation, detrending, filtering, normalization, whitening and FFT?",WORKFLOW_MATCH: seismic_preparation_workflow
Give me the workflow for something that can analyse IoT-style temperature readings from a JSON file.,WORKFLOW_MATCH: sensor_workflow
I am looking for a PE to make the HTTP request for astronomical catalogue data.,PE_MATCH: internal_extinction_workflow.GetVOTable
Is there a workflow in you that can query catalogue data and calculate dust extinction in galaxies?,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
I want the PE that can make random numbers for pairing later.,PE_MATCH: even_odd_workflow.NumberProducer
"Find me a Processing Element for run the seismic filter step, please.",PE_MATCH: seismic_preparation_workflow.Filter
"Find me a workflow for generate random numbers, split them into odd and even, and pair one odd with one even, please.",WORKFLOW_MATCH: even_odd_workflow
Could you find the PE that can compute the Fourier transform for prepared streams?,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
Give me the workflow for something that can simulate traffic lights in a city network.,NO_MATCH_WORKFLOW
Is there a Processing Element in the registry to call the OpenAI API for a summary?,NO_MATCH_PE
I want a workflow that can use galaxy coordinate input to get VO data and compute internal extinction values.,WORKFLOW_MATCH: internal_extinction_workflow
Could you find the PE that can normalise seismic stream data in the dictionary variant?,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
I need a Processing Element to filter data as part of a pipeline.,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
Do we have a PE that will turn raw COVID records into date and new-case values?,PE_MATCH: covid_workflow.DataProcessor
"Could you find a workflow that pull COVID-19 India data, process daily cases, and produce a graph?",WORKFLOW_MATCH: covid_workflow
I want the PE that can read seismic station streams.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
Show me a processing element that can test integers for primality and pass primes forward.,PE_MATCH: skew_workflow.IsPrime
I want a workflow that can classify satellite images into land cover classes.,NO_MATCH_WORKFLOW
I am looking for a PE to log anomaly messages with timestamp and temperature.,PE_MATCH: sensor_workflow.AlertingPE
I want a workflow that can read seismic stations and create preprocessed waveform outputs.,WORKFLOW_MATCH: seismic_preparation_workflow
"Find me a Processing Element for consume prepared waveform results and store them, please.",MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
Show me a processing element that can calculate internal extinction in the skewed galaxy workflow.,PE_MATCH: internal_extinction_skew_workflow.InternalExtinction
I am looking for a workflow to preprocess seismic waveform data from station inputs and save prepared SAC/numpy files.,WORKFLOW_MATCH: seismic_preparation_workflow
Give me the workflow for something that can use the dict variant of the seismic preprocessing workflow.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Can you give me a workflow for run something useful for skewed workload experiments?,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Show me the workflow that process sensor or signal data through several preparation steps.,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
I would like the PE that convert dict to stream and subtract the mean.,PE_MATCH: seismic_preparation_dict_workflow.Demean
I need a Processing Element to add a normalized_temperature field to sensor data.,PE_MATCH: sensor_workflow.NormalizeDataPE
Give me a Processing Element for something that can produce ObsPy stream data for station/network rows.,PE_MATCH: seismic_preparation_workflow.StreamRead
Can you point me to a processing element for produce sensor records with timestamp and temperature?,PE_MATCH: sensor_workflow.ReadSensorDataPE
Is there a Processing Element in the registry to produce coordinate records for the skew version?,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
Can you point me to a processing element for run the whitening step in the serialisable seismic pipeline?,PE_MATCH: seismic_preparation_dict_workflow.Whiten
Is there a Processing Element in the registry to collect COVID dates and case counts and draw the line plot?,PE_MATCH: covid_workflow.DataVisualizer
"Find me a Processing Element for emit a stream of random integer values, please.",MULTI_PE_MATCH: skew_workflow.NumberProducer | even_odd_workflow.NumberProducer
Give me a PE for normalization; I don't mind whether it is sensor or seismic.,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
Can you point me to a processing element for remove instrument response in the dict-based seismic workflow?,PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
Which workflow should I use to generate synthetic speech from text?,NO_MATCH_WORKFLOW
Show me the workflow that test a workflow with skewed or uneven work across the pipeline.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
"Which workflow should I use to ingest sensor readings, check abnormal temperatures, print alerts, and aggregate results?",WORKFLOW_MATCH: sensor_workflow
Do we have a workflow that will control a robot arm from sensor commands?,NO_MATCH_WORKFLOW
Can you point me to a processing element for format dates into ISO strings?,NO_MATCH_PE
I am looking for a PE to convert one COVID API row into data for plotting.,PE_MATCH: covid_workflow.DataProcessor
Can you point me to a processing element for pull COVID data from the web service?,PE_MATCH: covid_workflow.DataProducer
I want a PE that can turn prepared traces into frequency-domain data.,PE_MATCH: seismic_preparation_workflow.CalculateFft
I want the PE that can keep or transform only the useful part of the data.,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
Can you point me to a processing element for decimate seismic data after converting the dictionary back to a stream?,PE_MATCH: seismic_preparation_dict_workflow.Decimate
"I need the PE that produces normal random numbers, not the skewed one.",PE_MATCH: even_odd_workflow.NumberProducer
Do we have a workflow that will run a workflow that prepares real-world measurement data?,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
Could you find the PE that can apply the internal extinction formula?,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
I want a PE that can turn raw COVID records into date and new-case values.,PE_MATCH: covid_workflow.DataProcessor
Is there a workflow in you that can run the dict-based seismic preprocessing workflow with stream-to-dict conversions?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
"Is there a workflow in you that can generate random numbers with uneven timing, check which ones are prime, and print the primes?",WORKFLOW_MATCH: skew_workflow
